File,Thresholding Method,Gini Coefficient,M20 Index,Filamentarity,Gini Std Dev,M20 Std Dev,Filamentarity Std Dev
GalaxyJWf444-9.fits,Isodata,0.21034950487416626,-1.3767902681477362,0.037056153796758196,0.2306849697019721,0.38102932732463396,0.14601501453832874
GalaxyJWf444-9.fits,Li,0.5278614400432212,-1.8140286309221738,0.17659222994970203,0.2306849697019721,0.38102932732463396,0.14601501453832874
GalaxyJWf444-9.fits,Mean,0.7382615119308811,-2.3237143852453186,0.39045524882456284,0.2306849697019721,0.38102932732463396,0.14601501453832874
GalaxyJWf444-9.fits,Minimum,0.09678656557864179,-1.4455439219830202,-0.0019660146738471607,0.2306849697019721,0.38102932732463396,0.14601501453832874
GalaxyJWf444-9.fits,Otsu,0.19809827671474128,-1.34540901993643,0.07053580469879339,0.2306849697019721,0.38102932732463396,0.14601501453832874
GalaxyJWf444-9.fits,Triangle,0.5984588439066707,-1.902602231522373,0.15396788777240134,0.2306849697019721,0.38102932732463396,0.14601501453832874
GalaxyJWf444-9.fits,Yen,0.398680958073994,-1.5848793586622034,0.1432866388073003,0.2306849697019721,0.38102932732463396,0.14601501453832874
GalaxyJWf444-9.fits,MultiOtsu,0.31089674457304534,-1.5716039616974606,0.07319194738078383,0.2306849697019721,0.38102932732463396,0.14601501453832874
GalaxyJWf444-9.fits,SExtractor,0.7731777004156996,-2.4541855410850273,0.4455848858229243,0.2306849697019721,0.38102932732463396,0.14601501453832874
GalaxyJWf444-10.fits,Isodata,0.23689159072605137,-1.5680401598237228,0.18806712185399066,0.1826017600197407,0.2542823651902366,0.09906575857171389
GalaxyJWf444-10.fits,Li,0.4965972299309743,-2.0635163493154676,0.2840375119595673,0.1826017600197407,0.2542823651902366,0.09906575857171389
GalaxyJWf444-10.fits,Mean,0.5932492626859485,-2.168910471863581,0.2467760543196632,0.1826017600197407,0.2542823651902366,0.09906575857171389
GalaxyJWf444-10.fits,Minimum,0.08800582092855962,-1.6683771157715719,-0.048550213311310486,0.1826017600197407,0.2542823651902366,0.09906575857171389
GalaxyJWf444-10.fits,Otsu,0.2385472262715669,-1.5746350387395578,0.1668558596575277,0.1826017600197407,0.2542823651902366,0.09906575857171389
GalaxyJWf444-10.fits,Triangle,0.5223884876311966,-2.100248582609329,0.26995104703654427,0.1826017600197407,0.2542823651902366,0.09906575857171389
GalaxyJWf444-10.fits,Yen,0.32068293819847676,-1.6657980708151559,0.2820859640699317,0.1826017600197407,0.2542823651902366,0.09906575857171389
GalaxyJWf444-10.fits,MultiOtsu,0.40004963343748773,-1.7753479996327308,0.22642917919301975,0.1826017600197407,0.2542823651902366,0.09906575857171389
GalaxyJWf444-10.fits,SExtractor,0.686643270775659,-2.233881657619882,0.26698334811033275,0.1826017600197407,0.2542823651902366,0.09906575857171389
GalaxyJWf444-11.fits,Isodata,0.28883805658611406,-1.871305036374618,0.7061181638690359,0.17796385202191023,0.219150685524228,0.1732406093374227
GalaxyJWf444-11.fits,Li,0.370973307635632,-1.9851436504579016,0.7536877438703513,0.17796385202191023,0.219150685524228,0.1732406093374227
GalaxyJWf444-11.fits,Mean,0.6080965147369551,-2.0309833856678745,0.6561532528765301,0.17796385202191023,0.219150685524228,0.1732406093374227
GalaxyJWf444-11.fits,Minimum,0.06063306822496929,-1.3380086693741973,0.1709461966962308,0.17796385202191023,0.219150685524228,0.1732406093374227
GalaxyJWf444-11.fits,Otsu,0.28095042772338635,-1.842569652543462,0.6875600970536524,0.17796385202191023,0.219150685524228,0.1732406093374227
GalaxyJWf444-11.fits,Triangle,0.4794208661354538,-2.0081866500860945,0.7025960299163674,0.17796385202191023,0.219150685524228,0.1732406093374227
GalaxyJWf444-11.fits,Yen,0.2283470389834791,-1.6769560860343287,0.5224152664332246,0.17796385202191023,0.219150685524228,0.1732406093374227
GalaxyJWf444-11.fits,MultiOtsu,0.3498732451980278,-1.9863610836782264,0.7617219678645053,0.17796385202191023,0.219150685524228,0.1732406093374227
GalaxyJWf444-11.fits,SExtractor,0.6627127247230429,-2.068625987231785,0.6514611297609376,0.17796385202191023,0.219150685524228,0.1732406093374227
GalaxyJWf444-12.fits,Isodata,0.21952831764617398,-1.536535459399437,0.10730764751519983,0.2505361833189327,0.33894819440221574,0.16278448605392784
GalaxyJWf444-12.fits,Li,0.5762658643912277,-1.8101458534649792,0.14968133062814015,0.2505361833189327,0.33894819440221574,0.16278448605392784
GalaxyJWf444-12.fits,Mean,0.7832569363228985,-2.213325099119289,0.412156642685537,0.2505361833189327,0.33894819440221574,0.16278448605392784
