File,Thresholding Method,Gini Coefficient,M20 Index,Filamentarity,Gini Std Dev,M20 Std Dev,Filamentarity Std Dev
GalaxyJWf770-23.fits,Isodata,3.7087134654784055,nan,0.3687498221501624,8.576030809722655,0.00012022753668197711,0.012759111230563929
GalaxyJWf770-23.fits,Li,7.678041310387309,nan,0.36485140604831656,8.576030809722655,0.00012022753668197711,0.012759111230563929
GalaxyJWf770-23.fits,Mean,1.0131196404742064,-1.0590960274360492,0.3909077100950693,8.576030809722655,0.00012022753668197711,0.012759111230563929
GalaxyJWf770-23.fits,Minimum,-5.96902892431651,nan,0.3556870071287749,8.576030809722655,0.00012022753668197711,0.012759111230563929
GalaxyJWf770-23.fits,Otsu,3.7087134654784055,nan,0.3687498221501624,8.576030809722655,0.00012022753668197711,0.012759111230563929
GalaxyJWf770-23.fits,Triangle,1.0140492794349374,-1.0588409863166297,0.3900706319731495,8.576030809722655,0.00012022753668197711,0.012759111230563929
GalaxyJWf770-23.fits,Yen,1.0140492794349374,-1.0588409863166297,0.3900706319731495,8.576030809722655,0.00012022753668197711,0.012759111230563929
GalaxyJWf770-23.fits,MultiOtsu,-21.78956965269983,nan,0.38262069375266006,8.576030809722655,0.00012022753668197711,0.012759111230563929
GalaxyJWf770-23.fits,SExtractor,nan,nan,nan,8.576030809722655,0.00012022753668197711,0.012759111230563929
GalaxyJWf770-24.fits,Isodata,0.22119716074178375,-1.5501818252240387,0.5210391616891252,0.14148305881654644,0.10503220157699081,0.04154205240551318
GalaxyJWf770-24.fits,Li,0.28523868151573345,-1.5886503218726988,0.41789352454081996,0.14148305881654644,0.10503220157699081,0.04154205240551318
GalaxyJWf770-24.fits,Mean,0.5504283189501767,-1.7663499551364068,0.4451801712956306,0.14148305881654644,0.10503220157699081,0.04154205240551318
GalaxyJWf770-24.fits,Minimum,0.08968641420430955,-1.3921255259195369,0.43971600335122607,0.14148305881654644,0.10503220157699081,0.04154205240551318
GalaxyJWf770-24.fits,Otsu,0.22119716074178375,-1.5501818252240387,0.5210391616891252,0.14148305881654644,0.10503220157699081,0.04154205240551318
GalaxyJWf770-24.fits,Triangle,0.4218184880393146,-1.6646092760193156,0.4387609354994626,0.14148305881654644,0.10503220157699081,0.04154205240551318
GalaxyJWf770-24.fits,Yen,0.318970534766592,-1.5926942128121861,0.4118836509095716,0.14148305881654644,0.10503220157699081,0.04154205240551318
GalaxyJWf770-24.fits,MultiOtsu,0.29539111434111726,-1.5920450452171686,0.4048520363621778,0.14148305881654644,0.10503220157699081,0.04154205240551318
GalaxyJWf770-24.fits,SExtractor,0.5263751123193362,-1.7384061103613544,0.47732006739904953,0.14148305881654644,0.10503220157699081,0.04154205240551318
GalaxyJWf770-26.fits,Isodata,0.23873070969916876,-1.5520109210301625,0.14055982100682396,0.15081919383949308,0.2238916442038568,0.13681289186127293
GalaxyJWf770-26.fits,Li,0.3973660308150634,-1.771575665396048,0.24295802531865762,0.15081919383949308,0.2238916442038568,0.13681289186127293
GalaxyJWf770-26.fits,Mean,0.5569513234729211,-2.107313220527462,0.4486389102881795,0.15081919383949308,0.2238916442038568,0.13681289186127293
GalaxyJWf770-26.fits,Minimum,0.10459876522921398,-1.499558578125124,0.15567296829592925,0.15081919383949308,0.2238916442038568,0.13681289186127293
GalaxyJWf770-26.fits,Otsu,0.2263338372788817,-1.5707377090222454,0.12096152174162056,0.15081919383949308,0.2238916442038568,0.13681289186127293
GalaxyJWf770-26.fits,Triangle,0.44889887739997336,-1.835610836502359,0.35977748201841053,0.15081919383949308,0.2238916442038568,0.13681289186127293
GalaxyJWf770-26.fits,Yen,0.2686244799735644,-1.5652999012375788,0.23267459060114548,0.15081919383949308,0.2238916442038568,0.13681289186127293
GalaxyJWf770-26.fits,MultiOtsu,0.4015815831496229,-1.7843209966097866,0.4008631150867651,0.15081919383949308,0.2238916442038568,0.13681289186127293
GalaxyJWf770-26.fits,SExtractor,0.5808535297121447,-2.133238052484472,0.5173648320722604,0.15081919383949308,0.2238916442038568,0.13681289186127293
